"source_merchant_id","source_business_id","merchant_name","mcc","declared_expected_volume_band","declared_expected_ticket_band","onboarded_date","status","settlement_source_account_id","operating_hours_declared","outlet_count"
"MER-00734","BUS-00218","Cemerlang Utama - Hospitals","8062","LT_50M","250K_1M","2025-05-12","ACTIVE","ACC-0012105","09:00-21:00","4"
"MER-00735","BUS-00834","Lestari Perkasa - Department Stores","5311","50M_250M","250K_1M","2025-06-09","ACTIVE","ACC-0012908","10:00-22:00","3"
"MER-00736","BUS-00938","Cemerlang Logistik - Computer Network Services","4816","LT_50M","50K_250K","2025-10-30","ACTIVE","ACC-0013040","09:00-21:00","3"
"MER-00737","BUS-00804","Berkah Perkasa - Service Stations","5541","GT_1B","50K_250K","2023-05-07","ACTIVE","ACC-0012868","00:00-23:59","9"
"MER-00738","BUS-00168","Maju Utama - Computers and Peripherals","5045","250M_1B","GT_1M","2026-02-20","ACTIVE","ACC-0012043","08:00-17:00","9"
"MER-00739","BUS-01080","Mandiri Logistik - Taxicabs and Limousines","4121","250M_1B","LT_50K","2025-04-10","ACTIVE","ACC-0013226","09:00-21:00","2"
"MER-00740","BUS-00342","Berkah Niaga - Lodging","7011","50M_250M","250K_1M","2026-02-25","ACTIVE","ACC-0012261","00:00-23:59","9"
"MER-00741","BUS-00535","Harapan Logistik - Eating Places","5812","50M_250M","50K_250K","2024-02-01","ACTIVE","ACC-0012515","09:00-21:00","9"
"MER-00742","BUS-00320","Cemerlang Bersama - Colleges and Universities","8220","LT_50M","GT_1M","2024-05-29","ACTIVE","ACC-0012234","00:00-23:59","4"
"MER-00743","BUS-00814","Makmur Nusantara - Book Stores","5942","GT_1B","50K_250K","2025-02-16","ACTIVE","ACC-0012879","00:00-23:59","2"
"MER-00744","BUS-00889","Sinar Niaga - Cosmetic Stores","5977","LT_50M","50K_250K","2025-03-25","ACTIVE","ACC-0012980","00:00-23:59","4"
"MER-00745","BUS-00475","Sentosa Nusantara - Precious Stones and Metals","5094","GT_1B","GT_1M","2023-11-25","ACTIVE","ACC-0012435","00:00-23:59","11"
"MER-00746","BUS-00697","Abadi Perkasa - Second Hand Stores","5933","250M_1B","50K_250K","2026-02-11","ACTIVE","ACC-0012733","09:00-21:00","8"
"MER-00747","BUS-00090","Sentosa Digital - Misc Retail","5999","50M_250M","50K_250K","2025-12-07","ACTIVE","ACC-0011941","08:00-17:00","3"
"MER-00748","BUS-00018","Abadi Nusantara - Computers and Peripherals","5045","250M_1B","GT_1M","2023-08-11","ACTIVE","ACC-0011852","10:00-22:00","8"
"MER-00749","BUS-01001","Berkah Utama - Hospitals","8062","250M_1B","250K_1M","2025-11-18","ACTIVE","ACC-0013122","08:00-17:00","11"
"MER-00750","BUS-00796","Jaya Logistik - Grocery Stores","5411","250M_1B","50K_250K","2023-08-18","ACTIVE","ACC-0012858","09:00-21:00","1"
"MER-00751","BUS-00105","Sejahtera Nusantara - Electronics Stores","5732","GT_1B","GT_1M","2025-05-23","ACTIVE","ACC-0011962","08:00-17:00","7"
"MER-00752","BUS-01078","Sejahtera Nusantara - Beauty Shops","7230","250M_1B","50K_250K","2025-04-14","ACTIVE","ACC-0013224","09:00-21:00","9"
"MER-00753","BUS-00816","Sentosa Perkasa - Beauty Shops","7230","LT_50M","50K_250K","2023-01-29","ACTIVE","ACC-0012882","09:00-21:00","3"
"MER-00754","BUS-00649","Berkah Niaga - Computer Network Services","4816","250M_1B","50K_250K","2025-04-30","ACTIVE","ACC-0012667","08:00-17:00","9"
"MER-00755","BUS-00511","Sinar Bersama - Service Stations","5541","GT_1B","50K_250K","2022-12-21","ACTIVE","ACC-0012483","09:00-21:00","10"
"MER-00756","BUS-00457","Abadi Niaga - Colleges and Universities","8220","50M_250M","GT_1M","2023-06-27","ACTIVE","ACC-0012411","10:00-22:00","3"
"MER-00757","BUS-01033","Mandiri Utama - Cosmetic Stores","5977","LT_50M","50K_250K","2023-01-12","ACTIVE","ACC-0013162","08:00-17:00","7"
"MER-00758","BUS-01175","Mandiri Niaga - Lodging","7011","50M_250M","250K_1M","2024-02-16","ACTIVE","ACC-0013349","08:00-17:00","7"
"MER-00759","BUS-00614","Abadi Digital - Computers and Peripherals","5045","GT_1B","GT_1M","2023-05-06","ACTIVE","ACC-0012621","00:00-23:59","10"
"MER-00760","BUS-00526","Sejahtera Utama - Drug Stores","5912","GT_1B","50K_250K","2024-07-28","ACTIVE","ACC-0012502","09:00-21:00","5"
"MER-00761","BUS-00007","Abadi Digital - Motion Picture Theatres","7832","LT_50M","50K_250K","2025-08-12","ACTIVE","ACC-0011838","09:00-21:00","7"
"MER-00762","BUS-00747","Sinar Digital - Cosmetic Stores","5977","GT_1B","50K_250K","2025-12-12","ACTIVE","ACC-0012794","09:00-21:00","7"
"MER-00763","BUS-01170","Makmur Bersama - Quasi Cash","6051","LT_50M","GT_1M","2023-03-20","ACTIVE","ACC-0013343","08:00-17:00","2"
"MER-00764","BUS-00781","Lestari Logistik - Motion Picture Theatres","7832","250M_1B","50K_250K","2023-03-30","ACTIVE","ACC-0012839","00:00-23:59","3"
"MER-00765","BUS-00677","Cemerlang Niaga - Second Hand Stores","5933","LT_50M","50K_250K","2025-11-23","ACTIVE","ACC-0012703","08:00-17:00","4"
"MER-00766","BUS-00012","Harapan Nusantara - Book Stores","5942","LT_50M","50K_250K","2024-05-10","ACTIVE","ACC-0011844","08:00-17:00","2"
"MER-00767","BUS-01077","Cemerlang Perkasa - Utilities","4900","GT_1B","250K_1M","2023-12-24","ACTIVE","ACC-0013223","09:00-21:00","7"
"MER-00768","BUS-00134","Mandiri Logistik - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2026-02-16","ACTIVE","ACC-0011997","08:00-17:00","2"
"MER-00769","BUS-00291","Sejahtera Utama - Service Stations","5541","250M_1B","50K_250K","2024-12-24","ACTIVE","ACC-0012198","10:00-22:00","1"
"MER-00770","BUS-00559","Cemerlang Bersama - Utilities","4900","50M_250M","250K_1M","2025-08-27","ACTIVE","ACC-0012547","09:00-21:00","9"
"MER-00771","BUS-01041","Makmur Niaga - Hospitals","8062","GT_1B","250K_1M","2024-07-03","ACTIVE","ACC-0013170","09:00-21:00","5"
"MER-00772","BUS-00274","Lestari Nusantara - Taxicabs and Limousines","4121","GT_1B","LT_50K","2024-01-22","ACTIVE","ACC-0012176","08:00-17:00","3"
"MER-00773","BUS-00386","Sejahtera Perkasa - Book Stores","5942","LT_50M","50K_250K","2025-03-26","CLOSED","ACC-0012317","10:00-22:00","8"
"MER-00774","BUS-00510","Sejahtera Nusantara - Computer Network Services","4816","250M_1B","50K_250K","2025-02-16","ACTIVE","ACC-0012482","00:00-23:59","4"
"MER-00775","BUS-00473","Sentosa Perkasa - Quasi Cash","6051","50M_250M","GT_1M","2024-05-18","ACTIVE","ACC-0012433","09:00-21:00","10"
"MER-00776","BUS-00994","Makmur Niaga - Second Hand Stores","5933","50M_250M","50K_250K","2023-01-09","ACTIVE","ACC-0013112","00:00-23:59","6"
"MER-00777","BUS-00535","Harapan Logistik - Service Stations","5541","250M_1B","50K_250K","2023-05-05","ACTIVE","ACC-0012515","10:00-22:00","6"
"MER-00778","BUS-00376","Makmur Niaga - Taxicabs and Limousines","4121","250M_1B","LT_50K","2024-11-21","ACTIVE","ACC-0012305","08:00-17:00","1"
"MER-00779","BUS-00606","Maju Digital - Motion Picture Theatres","7832","LT_50M","50K_250K","2023-04-20","ACTIVE","ACC-0012613","08:00-17:00","8"
"MER-00780","BUS-00235","Makmur Niaga - Department Stores","5311","GT_1B","250K_1M","2023-01-09","ACTIVE","ACC-0012129","00:00-23:59","5"
"MER-00781","BUS-00309","Jaya Logistik - Computers and Peripherals","5045","GT_1B","GT_1M","2024-01-18","ACTIVE","ACC-0012220","00:00-23:59","9"
"MER-00782","BUS-00250","Maju Niaga - Motion Picture Theatres","7832","50M_250M","50K_250K","2023-04-11","ACTIVE","ACC-0012147","08:00-17:00","10"
"MER-00783","BUS-00137","Sejahtera Bersama - Colleges and Universities","8220","50M_250M","GT_1M","2025-06-17","ACTIVE","ACC-0012000","08:00-17:00","9"
"MER-00784","BUS-00035","Sejahtera Bersama - Beauty Shops","7230","50M_250M","50K_250K","2024-09-27","ACTIVE","ACC-0011873","10:00-22:00","11"
"MER-00785","BUS-00068","Cemerlang Digital - Beauty Shops","7230","GT_1B","50K_250K","2023-03-04","ACTIVE","ACC-0011912","00:00-23:59","5"
"MER-00786","BUS-00393","Mandiri Niaga - Misc Retail","5999","LT_50M","50K_250K","2024-09-02","ACTIVE","ACC-0012325","09:00-21:00","3"
"MER-00787","BUS-00159","Sentosa Perkasa - Grocery Stores","5411","250M_1B","50K_250K","2023-07-06","ACTIVE","ACC-0012033","09:00-21:00","7"
"MER-00788","BUS-01134","Maju Utama - Department Stores","5311","250M_1B","250K_1M","2023-09-01","ACTIVE","ACC-0013293","00:00-23:59","3"
"MER-00789","BUS-00968","Jaya Perkasa - Beauty Shops","7230","GT_1B","50K_250K","2025-06-26","ACTIVE","ACC-0013079","10:00-22:00","2"
"MER-00790","BUS-00695","Makmur Perkasa - Beauty Shops","7230","LT_50M","50K_250K","2025-07-16","ACTIVE","ACC-0012729","08:00-17:00","3"
"MER-00791","BUS-00276","Abadi Digital - Beauty Shops","7230","GT_1B","50K_250K","2024-01-23","ACTIVE","ACC-0012179","09:00-21:00","9"
"MER-00792","BUS-00553","Jaya Bersama - Travel Agencies","4722","250M_1B","GT_1M","2024-11-10","ACTIVE","ACC-0012540","08:00-17:00","2"
"MER-00793","BUS-00606","Maju Digital - Book Stores","5942","LT_50M","50K_250K","2024-01-03","ACTIVE","ACC-0012613","08:00-17:00","4"
"MER-00794","BUS-00577","Harapan Utama - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2025-12-03","ACTIVE","ACC-0012572","08:00-17:00","9"
"MER-00795","BUS-00811","Harapan Logistik - Computers and Peripherals","5045","GT_1B","GT_1M","2025-06-29","ACTIVE","ACC-0012876","09:00-21:00","3"
"MER-00796","BUS-00531","Mandiri Perkasa - Hospitals","8062","50M_250M","250K_1M","2023-04-06","ACTIVE","ACC-0012509","00:00-23:59","8"
"MER-00797","BUS-00654","Sentosa Utama - Lodging","7011","LT_50M","250K_1M","2025-08-25","ACTIVE","ACC-0012672","09:00-21:00","4"
"MER-00798","BUS-00090","Sentosa Digital - Utilities","4900","LT_50M","250K_1M","2023-09-24","ACTIVE","ACC-0011941","00:00-23:59","8"
"MER-00799","BUS-01025","Makmur Nusantara - Colleges and Universities","8220","250M_1B","GT_1M","2025-10-20","ACTIVE","ACC-0013152","00:00-23:59","4"
"MER-00800","BUS-00877","Sentosa Logistik - Eating Places","5812","LT_50M","50K_250K","2023-09-29","ACTIVE","ACC-0012964","00:00-23:59","1"
"MER-00801","BUS-01083","Maju Nusantara - Taxicabs and Limousines","4121","LT_50M","LT_50K","2023-04-21","ACTIVE","ACC-0013229","08:00-17:00","9"
"MER-00802","BUS-00519","Sentosa Logistik - Eating Places","5812","50M_250M","50K_250K","2023-10-10","ACTIVE","ACC-0012492","09:00-21:00","5"
"MER-00803","BUS-00078","Abadi Niaga - Drug Stores","5912","GT_1B","50K_250K","2026-01-04","ACTIVE","ACC-0011925","08:00-17:00","4"
"MER-00804","BUS-01066","Lestari Digital - Precious Stones and Metals","5094","GT_1B","GT_1M","2023-06-02","ACTIVE","ACC-0013206","00:00-23:59","4"
"MER-00805","BUS-00309","Jaya Logistik - Electronics Stores","5732","50M_250M","GT_1M","2023-12-28","ACTIVE","ACC-0012220","10:00-22:00","7"
"MER-00806","BUS-01114","Sejahtera Perkasa - Quasi Cash","6051","LT_50M","GT_1M","2023-02-25","ACTIVE","ACC-0013266","08:00-17:00","8"
"MER-00807","BUS-00751","Sentosa Niaga - Eating Places","5812","LT_50M","50K_250K","2024-04-22","ACTIVE","ACC-0012799","00:00-23:59","5"
"MER-00808","BUS-00868","Sinar Perkasa - Fast Food","5814","50M_250M","LT_50K","2024-06-04","ACTIVE","ACC-0012952","00:00-23:59","1"
"MER-00809","BUS-00219","Harapan Digital - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2023-06-25","SUSPENDED","ACC-0012106","10:00-22:00","7"
"MER-00810","BUS-00358","Cemerlang Bersama - Beauty Shops","7230","LT_50M","50K_250K","2023-10-26","ACTIVE","ACC-0012281","10:00-22:00","4"
"MER-00811","BUS-00345","Jaya Utama - Drug Stores","5912","LT_50M","50K_250K","2024-06-15","ACTIVE","ACC-0012264","10:00-22:00","10"
"MER-00812","BUS-01023","Jaya Perkasa - Lodging","7011","50M_250M","250K_1M","2023-04-12","ACTIVE","ACC-0013150","00:00-23:59","7"
"MER-00813","BUS-00060","Mandiri Niaga - Taxicabs and Limousines","4121","50M_250M","LT_50K","2024-01-11","ACTIVE","ACC-0011904","00:00-23:59","9"
"MER-00814","BUS-00046","Mandiri Niaga - Electronics Stores","5732","LT_50M","GT_1M","2025-04-24","ACTIVE","ACC-0011889","09:00-21:00","5"
"MER-00815","BUS-00855","Mandiri Bersama - Colleges and Universities","8220","LT_50M","GT_1M","2024-12-18","ACTIVE","ACC-0012935","00:00-23:59","6"
"MER-00816","BUS-00863","Mandiri Digital - Fast Food","5814","GT_1B","LT_50K","2025-01-13","ACTIVE","ACC-0012945","09:00-21:00","7"
"MER-00817","BUS-01101","Abadi Bersama - Book Stores","5942","50M_250M","50K_250K","2024-08-26","ACTIVE","ACC-0013251","09:00-21:00","2"
"MER-00818","BUS-01166","Sinar Niaga - Computers and Peripherals","5045","50M_250M","GT_1M","2023-07-22","ACTIVE","ACC-0013337","10:00-22:00","4"
"MER-00819","BUS-00614","Abadi Digital - Electronics Stores","5732","GT_1B","GT_1M","2024-01-28","ACTIVE","ACC-0012621","00:00-23:59","4"
"MER-00820","BUS-00347","Abadi Nusantara - Second Hand Stores","5933","LT_50M","50K_250K","2025-03-13","ACTIVE","ACC-0012266","08:00-17:00","7"
"MER-00821","BUS-00762","Abadi Bersama - Fast Food","5814","LT_50M","LT_50K","2025-01-21","ACTIVE","ACC-0012815","10:00-22:00","4"
"MER-00822","BUS-00250","Maju Niaga - Family Clothing","5651","LT_50M","50K_250K","2023-12-01","ACTIVE","ACC-0012147","09:00-21:00","10"
"MER-00823","BUS-00970","Lestari Logistik - Eating Places","5812","50M_250M","50K_250K","2023-11-13","ACTIVE","ACC-0013081","08:00-17:00","1"
"MER-00824","BUS-00939","Lestari Utama - Lodging","7011","GT_1B","250K_1M","2024-12-03","ACTIVE","ACC-0013041","10:00-22:00","7"
"MER-00825","BUS-01086","Lestari Digital - Computer Network Services","4816","GT_1B","50K_250K","2024-10-28","ACTIVE","ACC-0013232","09:00-21:00","10"
"MER-00826","BUS-00545","Mandiri Bersama - Lodging","7011","250M_1B","250K_1M","2024-08-06","ACTIVE","ACC-0012529","10:00-22:00","8"
"MER-00827","BUS-00080","Sejahtera Perkasa - Eating Places","5812","250M_1B","50K_250K","2026-02-27","ACTIVE","ACC-0011928","09:00-21:00","1"
"MER-00828","BUS-00764","Abadi Digital - Eating Places","5812","250M_1B","50K_250K","2024-08-22","ACTIVE","ACC-0012818","00:00-23:59","8"
"MER-00829","BUS-01004","Cemerlang Digital - Taxicabs and Limousines","4121","50M_250M","LT_50K","2025-06-29","ACTIVE","ACC-0013126","00:00-23:59","3"
"MER-00830","BUS-00004","Sinar Niaga - Fast Food","5814","250M_1B","LT_50K","2025-03-20","ACTIVE","ACC-0011833","00:00-23:59","1"
"MER-00831","BUS-01152","Mandiri Nusantara - Service Stations","5541","LT_50M","50K_250K","2023-06-16","ACTIVE","ACC-0013316","10:00-22:00","5"
"MER-00832","BUS-00138","Harapan Niaga - Utilities","4900","250M_1B","250K_1M","2024-12-17","ACTIVE","ACC-0012001","00:00-23:59","6"
"MER-00833","BUS-00266","Cemerlang Utama - Misc Retail","5999","GT_1B","50K_250K","2026-02-12","ACTIVE","ACC-0012164","00:00-23:59","5"
"MER-00834","BUS-00062","Sejahtera Perkasa - Lodging","7011","250M_1B","250K_1M","2025-03-07","ACTIVE","ACC-0011906","08:00-17:00","5"
"MER-00835","BUS-00410","Sentosa Perkasa - Book Stores","5942","LT_50M","50K_250K","2025-05-13","ACTIVE","ACC-0012348","08:00-17:00","7"
"MER-00836","BUS-01168","Lestari Utama - Electronics Stores","5732","GT_1B","GT_1M","2024-08-10","ACTIVE","ACC-0013339","10:00-22:00","6"
"MER-00837","BUS-01030","Sejahtera Digital - Beauty Shops","7230","GT_1B","50K_250K","2024-12-25","ACTIVE","ACC-0013158","10:00-22:00","10"
"MER-00838","BUS-00553","Jaya Bersama - Misc Retail","5999","250M_1B","50K_250K","2023-02-27","ACTIVE","ACC-0012540","10:00-22:00","1"
"MER-00839","BUS-00226","Makmur Nusantara - Service Stations","5541","LT_50M","50K_250K","2023-03-07","ACTIVE","ACC-0012115","08:00-17:00","7"
"MER-00840","BUS-00114","Maju Perkasa - Family Clothing","5651","50M_250M","50K_250K","2024-05-31","ACTIVE","ACC-0011972","00:00-23:59","10"
"MER-00841","BUS-00339","Maju Nusantara - Family Clothing","5651","50M_250M","50K_250K","2024-08-23","ACTIVE","ACC-0012257","10:00-22:00","8"
"MER-00842","BUS-00581","Abadi Logistik - Utilities","4900","LT_50M","250K_1M","2025-11-02","CLOSED","ACC-0012577","09:00-21:00","3"
"MER-00843","BUS-00976","Harapan Digital - Beauty Shops","7230","250M_1B","50K_250K","2024-09-25","ACTIVE","ACC-0013089","08:00-17:00","1"
"MER-00844","BUS-00008","Mandiri Nusantara - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2025-08-26","ACTIVE","ACC-0011839","09:00-21:00","5"
"MER-00845","BUS-00287","Abadi Niaga - Cosmetic Stores","5977","LT_50M","50K_250K","2024-04-22","ACTIVE","ACC-0012194","08:00-17:00","2"
"MER-00846","BUS-00083","Sejahtera Niaga - Betting-adjacent (restricted)","7995","250M_1B","GT_1M","2023-12-29","ACTIVE","ACC-0011933","00:00-23:59","3"
"MER-00847","BUS-01003","Sejahtera Logistik - Computer Network Services","4816","250M_1B","50K_250K","2024-10-14","ACTIVE","ACC-0013125","09:00-21:00","3"
"MER-00848","BUS-01002","Lestari Perkasa - Cosmetic Stores","5977","250M_1B","50K_250K","2026-01-23","ACTIVE","ACC-0013123","10:00-22:00","3"
"MER-00849","BUS-00063","Jaya Digital - Lodging","7011","LT_50M","250K_1M","2022-12-24","ACTIVE","ACC-0011907","09:00-21:00","9"
"MER-00850","BUS-00137","Sejahtera Bersama - Computers and Peripherals","5045","250M_1B","GT_1M","2026-01-16","ACTIVE","ACC-0012000","10:00-22:00","10"
"MER-00851","BUS-00811","Harapan Logistik - Taxicabs and Limousines","4121","50M_250M","LT_50K","2024-09-24","ACTIVE","ACC-0012876","00:00-23:59","2"
"MER-00852","BUS-00800","Sejahtera Logistik - Utilities","4900","50M_250M","250K_1M","2023-05-07","ACTIVE","ACC-0012863","08:00-17:00","10"
"MER-00853","BUS-01114","Sejahtera Perkasa - Lodging","7011","250M_1B","250K_1M","2025-10-24","ACTIVE","ACC-0013266","10:00-22:00","4"
"MER-00854","BUS-00692","Mandiri Digital - Service Stations","5541","LT_50M","50K_250K","2023-12-29","ACTIVE","ACC-0012726","08:00-17:00","11"
"MER-00855","BUS-00155","Sentosa Digital - Misc Retail","5999","GT_1B","50K_250K","2025-06-19","ACTIVE","ACC-0012027","09:00-21:00","2"
"MER-00856","BUS-00344","Lestari Utama - Lodging","7011","50M_250M","250K_1M","2024-12-20","ACTIVE","ACC-0012263","10:00-22:00","8"
"MER-00857","BUS-00095","Sentosa Nusantara - Book Stores","5942","50M_250M","50K_250K","2025-12-22","ACTIVE","ACC-0011949","00:00-23:59","3"
"MER-00858","BUS-00800","Sejahtera Logistik - Quasi Cash","6051","GT_1B","GT_1M","2026-01-10","ACTIVE","ACC-0012863","09:00-21:00","7"
"MER-00859","BUS-00112","Lestari Digital - Department Stores","5311","50M_250M","250K_1M","2025-06-25","ACTIVE","ACC-0011970","00:00-23:59","9"
"MER-00860","BUS-00946","Sejahtera Digital - Fast Food","5814","50M_250M","LT_50K","2023-05-15","ACTIVE","ACC-0013051","08:00-17:00","2"
"MER-00861","BUS-00528","Abadi Bersama - Beauty Shops","7230","GT_1B","50K_250K","2023-05-01","ACTIVE","ACC-0012506","10:00-22:00","6"
"MER-00862","BUS-01023","Jaya Perkasa - Betting-adjacent (restricted)","7995","50M_250M","GT_1M","2025-07-13","ACTIVE","ACC-0013150","00:00-23:59","1"
"MER-00863","BUS-00779","Harapan Logistik - Family Clothing","5651","50M_250M","50K_250K","2026-01-12","ACTIVE","ACC-0012836","09:00-21:00","1"
"MER-00864","BUS-01023","Jaya Perkasa - Book Stores","5942","250M_1B","50K_250K","2024-06-18","ACTIVE","ACC-0013150","00:00-23:59","6"
"MER-00865","BUS-00053","Sentosa Nusantara - Second Hand Stores","5933","LT_50M","50K_250K","2025-11-20","ACTIVE","ACC-0011897","08:00-17:00","4"
"MER-00866","BUS-00280","Sinar Digital - Computers and Peripherals","5045","GT_1B","GT_1M","2023-07-14","ACTIVE","ACC-0012184","00:00-23:59","2"
"MER-00867","BUS-00646","Sentosa Utama - Lodging","7011","250M_1B","250K_1M","2024-07-28","ACTIVE","ACC-0012662","00:00-23:59","9"
"MER-00868","BUS-00438","Lestari Nusantara - Travel Agencies","4722","GT_1B","GT_1M","2023-01-10","ACTIVE","ACC-0012383","00:00-23:59","1"
"MER-00869","BUS-00717","Makmur Niaga - Travel Agencies","4722","50M_250M","GT_1M","2024-04-15","ACTIVE","ACC-0012759","09:00-21:00","5"
"MER-00870","BUS-00328","Jaya Nusantara - Misc Retail","5999","250M_1B","50K_250K","2025-01-07","ACTIVE","ACC-0012244","09:00-21:00","5"
"MER-00871","BUS-01032","Maju Utama - Quasi Cash","6051","GT_1B","GT_1M","2026-01-13","ACTIVE","ACC-0013160","10:00-22:00","7"
"MER-00872","BUS-01171","Makmur Perkasa - Family Clothing","5651","LT_50M","50K_250K","2023-02-22","CLOSED","ACC-0013344","08:00-17:00","5"
"MER-00873","BUS-01119","Abadi Perkasa - Book Stores","5942","250M_1B","50K_250K","2024-01-11","ACTIVE","ACC-0013273","08:00-17:00","3"
"MER-00874","BUS-01183","Makmur Niaga - Second Hand Stores","5933","GT_1B","50K_250K","2024-11-21","ACTIVE","ACC-0013359","09:00-21:00","3"
"MER-00875","BUS-00432","Sejahtera Bersama - Beauty Shops","7230","250M_1B","50K_250K","2023-02-08","ACTIVE","ACC-0012377","08:00-17:00","3"
"MER-00876","BUS-00783","Cemerlang Bersama - Service Stations","5541","GT_1B","50K_250K","2023-02-01","ACTIVE","ACC-0012842","08:00-17:00","3"
"MER-00877","BUS-01187","Cemerlang Bersama - Second Hand Stores","5933","GT_1B","50K_250K","2024-12-27","ACTIVE","ACC-0013363","10:00-22:00","8"
"MER-00878","BUS-00927","Berkah Nusantara - Precious Stones and Metals","5094","GT_1B","GT_1M","2023-03-13","ACTIVE","ACC-0013027","00:00-23:59","2"
"MER-00879","BUS-00059","Abadi Utama - Second Hand Stores","5933","50M_250M","50K_250K","2026-03-12","ACTIVE","ACC-0011903","08:00-17:00","4"
"MER-00880","BUS-00563","Abadi Logistik - Fast Food","5814","250M_1B","LT_50K","2023-12-22","ACTIVE","ACC-0012553","08:00-17:00","8"
"MER-00881","BUS-00095","Sentosa Nusantara - Cosmetic Stores","5977","GT_1B","50K_250K","2025-05-08","ACTIVE","ACC-0011949","08:00-17:00","9"
"MER-00882","BUS-00940","Berkah Nusantara - Lodging","7011","GT_1B","250K_1M","2025-09-27","ACTIVE","ACC-0013043","00:00-23:59","1"
"MER-00883","BUS-00281","Sentosa Logistik - Computer Network Services","4816","LT_50M","50K_250K","2024-03-21","ACTIVE","ACC-0012186","00:00-23:59","1"
"MER-00884","BUS-00056","Maju Utama - Book Stores","5942","250M_1B","50K_250K","2025-04-01","ACTIVE","ACC-0011900","00:00-23:59","2"
"MER-00885","BUS-00672","Berkah Logistik - Grocery Stores","5411","50M_250M","50K_250K","2024-01-07","ACTIVE","ACC-0012696","10:00-22:00","11"
"MER-00886","BUS-01116","Abadi Digital - Department Stores","5311","250M_1B","250K_1M","2025-01-10","ACTIVE","ACC-0013269","10:00-22:00","11"
"MER-00887","BUS-00599","Makmur Utama - Computer Network Services","4816","50M_250M","50K_250K","2023-12-06","ACTIVE","ACC-0012603","10:00-22:00","2"
"MER-00888","BUS-01181","Sentosa Utama - Cosmetic Stores","5977","250M_1B","50K_250K","2025-07-04","SUSPENDED","ACC-0013357","09:00-21:00","9"
"MER-00889","BUS-00740","Lestari Logistik - Taxicabs and Limousines","4121","50M_250M","LT_50K","2024-11-03","ACTIVE","ACC-0012785","08:00-17:00","2"
"MER-00890","BUS-00662","Abadi Logistik - Service Stations","5541","LT_50M","50K_250K","2024-01-27","ACTIVE","ACC-0012682","10:00-22:00","1"
"MER-00891","BUS-00543","Sentosa Digital - Precious Stones and Metals","5094","250M_1B","GT_1M","2025-03-23","ACTIVE","ACC-0012527","09:00-21:00","5"
"MER-00892","BUS-00624","Makmur Nusantara - Eating Places","5812","GT_1B","50K_250K","2024-04-24","ACTIVE","ACC-0012634","09:00-21:00","5"
"MER-00893","BUS-01012","Sejahtera Logistik - Electronics Stores","5732","50M_250M","GT_1M","2023-07-17","SUSPENDED","ACC-0013137","10:00-22:00","1"
"MER-00894","BUS-00254","Lestari Digital - Fast Food","5814","250M_1B","LT_50K","2026-01-27","ACTIVE","ACC-0012151","10:00-22:00","3"
"MER-00895","BUS-00431","Mandiri Nusantara - Book Stores","5942","50M_250M","50K_250K","2024-06-22","ACTIVE","ACC-0012376","00:00-23:59","2"
"MER-00896","BUS-00796","Jaya Logistik - Beauty Shops","7230","LT_50M","50K_250K","2023-09-17","ACTIVE","ACC-0012858","08:00-17:00","1"
"MER-00897","BUS-00296","Sinar Niaga - Motion Picture Theatres","7832","250M_1B","50K_250K","2024-05-17","ACTIVE","ACC-0012204","09:00-21:00","10"
"MER-00898","BUS-00932","Abadi Bersama - Computers and Peripherals","5045","GT_1B","GT_1M","2024-08-23","SUSPENDED","ACC-0013033","08:00-17:00","1"
"MER-00899","BUS-00523","Lestari Niaga - Beauty Shops","7230","LT_50M","50K_250K","2025-07-25","ACTIVE","ACC-0012498","09:00-21:00","8"
"MER-00900","BUS-00050","Sentosa Digital - Beauty Shops","7230","GT_1B","50K_250K","2025-10-12","ACTIVE","ACC-0011894","00:00-23:59","7"
"MER-00901","BUS-00526","Sejahtera Utama - Lodging","7011","250M_1B","250K_1M","2026-02-18","ACTIVE","ACC-0012502","09:00-21:00","2"
"MER-00902","BUS-00547","Berkah Perkasa - Family Clothing","5651","GT_1B","50K_250K","2024-06-24","CLOSED","ACC-0012531","10:00-22:00","1"
"MER-00903","BUS-00652","Lestari Utama - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2024-05-06","ACTIVE","ACC-0012670","09:00-21:00","2"
"MER-00904","BUS-00251","Sinar Digital - Drug Stores","5912","GT_1B","50K_250K","2024-03-25","ACTIVE","ACC-0012148","00:00-23:59","6"
"MER-00905","BUS-01101","Abadi Bersama - Quasi Cash","6051","250M_1B","GT_1M","2023-10-18","ACTIVE","ACC-0013251","08:00-17:00","4"
"MER-00906","BUS-00455","Lestari Digital - Betting-adjacent (restricted)","7995","50M_250M","GT_1M","2023-12-04","ACTIVE","ACC-0012408","10:00-22:00","1"
"MER-00907","BUS-00187","Mandiri Logistik - Beauty Shops","7230","50M_250M","50K_250K","2023-08-27","ACTIVE","ACC-0012066","10:00-22:00","8"
"MER-00908","BUS-00942","Sinar Nusantara - Computer Network Services","4816","250M_1B","50K_250K","2023-09-15","ACTIVE","ACC-0013046","09:00-21:00","10"
