"source_business_id","legal_name","trading_names","registration_number","registration_country","incorporation_date","industry_code","declared_turnover_band","address_line","city","province","postcode","country","contact_phone","contact_email","status"
"BUS-00639","Koperasi Berkah Utama","Berkah Utama","9931428644474","ID","2014-08-18","79176","GT_50B","Jl. Flamboyan No. 131","Palembang","Sumatera Selatan","30111","ID","+628994771750","bus-00639@contoh.id","ACTIVE"
"BUS-00640","Koperasi Sinar Digital","Sinar Digital","9991720374381","ID","2023-02-09","23604","2_5B_50B","Jl. Cempaka No. 205","Semarang","Jawa Tengah","50111","ID","+628991169440","bus-00640@contoh.id","ACTIVE"
"BUS-00641","UD Harapan Digital","Harapan Digital","9998020984109","ID","2014-07-30","16774","300M_2_5B","Jl. Bougenville No. 188","Semarang","Jawa Tengah","50111","ID","+628996179654","bus-00641@mailuji.example","ACTIVE"
"BUS-00642","PT Abadi Utama","Abadi Utama","9987518151522","ID","2015-03-19","94805","LT_300M","Jl. Flamboyan No. 35","Bandung","Jawa Barat","40111","ID","+628999056877","bus-00642@demo.example","ACTIVE"
"BUS-00643","CV Cemerlang Digital","Cemerlang Digital","9925791139472","ID","2012-08-15","34248","2_5B_50B","Jl. Anggrek No. 13","Yogyakarta","DI Yogyakarta","55111","ID","+628996166408","bus-00643@contoh.id","ACTIVE"
"BUS-00644","PT Sentosa Bersama","Sentosa Bersama","9946037264878","ID","2019-01-06","70265","LT_300M","Jl. Mawar No. 235","Makassar","Sulawesi Selatan","90111","ID","+628996745273","bus-00644@mailuji.example","ACTIVE"
"BUS-00645","Koperasi Makmur Bersama","Makmur Bersama","9973765649724","ID","2024-06-15","46255","300M_2_5B","Jl. Bougenville No. 183","Jakarta Pusat","DKI Jakarta","10110","ID","+628991777779","bus-00645@surelsintetis.id","ACTIVE"
"BUS-00646","CV Sentosa Utama","Sentosa Utama","9975907722715","ID","2017-02-06","85131","LT_300M","Jl. Kenanga No. 92","Yogyakarta","DI Yogyakarta","55111","ID","+628996701032","bus-00646@contoh.id","ACTIVE"
"BUS-00647","PT Berkah Bersama","Berkah Bersama","9998926752400","ID","2025-03-12","48211","2_5B_50B","Jl. Flamboyan No. 54","Palembang","Sumatera Selatan","30111","ID","+628997012234","bus-00647@demo.example","ACTIVE"
"BUS-00648","Koperasi Lestari Nusantara","Lestari Nusantara","9948413082032","ID","2019-09-06","14022","LT_300M","Jl. Bougenville No. 123","Palembang","Sumatera Selatan","30111","ID","+628997841310","bus-00648@demo.example","ACTIVE"
"BUS-00649","UD Berkah Niaga","Berkah Niaga","9926981505194","ID","2013-08-01","67057","LT_300M","Jl. Dahlia No. 81","Bandung","Jawa Barat","40111","ID","+628993700090","bus-00649@contoh.id","ACTIVE"
"BUS-00650","Koperasi Sejahtera Nusantara","Sejahtera Nusantara","9991984377406","ID","2025-01-09","94140","LT_300M","Jl. Bougenville No. 7","Denpasar","Bali","80111","ID","+628992635488","bus-00650@demo.example","ACTIVE"
"BUS-00651","PT Sentosa Logistik","Sentosa Logistik","9984913715848","ID","2022-01-23","31888","LT_300M","Jl. Kenanga No. 239","Denpasar","Bali","80111","ID","+628996808316","bus-00651@demo.example","ACTIVE"
"BUS-00652","Koperasi Lestari Utama","Lestari Utama","9996897625317","ID","2023-06-09","30303","GT_50B","Jl. Teratai No. 21","Bandung","Jawa Barat","40111","ID","+628991683358","bus-00652@demo.example","ACTIVE"
"BUS-00653","CV Berkah Logistik","Berkah Logistik","9934766667356","ID","2014-01-28","78620","LT_300M","Jl. Anggrek No. 132","Bandung","Jawa Barat","40111","ID","+628999893341","bus-00653@demo.example","SUSPENDED"
"BUS-00654","Koperasi Sentosa Utama","Sentosa Utama","9993924116042","ID","2019-10-24","39768","300M_2_5B","Jl. Bougenville No. 228","Bandung","Jawa Barat","40111","ID","+628997049633","bus-00654@mailuji.example","ACTIVE"
"BUS-00655","UD Jaya Niaga","Jaya Niaga","9980462430709","ID","2024-01-12","34314","LT_300M","Jl. Anggrek No. 138","Palembang","Sumatera Selatan","30111","ID","+628998888715","bus-00655@contoh.id","ACTIVE"
"BUS-00656","PT Sentosa Digital","Sentosa Digital","9987481065856","ID","2014-04-30","32895","300M_2_5B","Jl. Flamboyan No. 43","Denpasar","Bali","80111","ID","+628998332927","bus-00656@mailuji.example","ACTIVE"
"BUS-00657","CV Sentosa Niaga","Sentosa Niaga","9944587306676","ID","2023-04-19","38904","300M_2_5B","Jl. Mawar No. 214","Semarang","Jawa Tengah","50111","ID","+628992315879","bus-00657@mailuji.example","ACTIVE"
"BUS-00658","Koperasi Maju Digital","Maju Digital","9916893424749","ID","2022-05-24","49500","GT_50B","Jl. Kenanga No. 65","Surabaya","Jawa Timur","60111","ID","+628998619958","bus-00658@surelsintetis.id","ACTIVE"
"BUS-00659","CV Makmur Bersama","Makmur Bersama","9996105414165","ID","2022-03-03","20703","LT_300M","N/A","Bandung","Jawa Barat","40111","ID","+628992906651","bus-00659@demo.example","ACTIVE"
"BUS-00660","CV Cemerlang Perkasa","Cemerlang Perkasa","9996627666966","ID","2015-08-06","51752","GT_50B","Jl. Anggrek No. 142","Balikpapan","Kalimantan Timur","76111","ID","+628993557544","bus-00660@demo.example","ACTIVE"
"BUS-00661","UD Maju Niaga","Maju Niaga","9981782589504","ID","2022-03-31","67753","2_5B_50B","Jl. Kenanga No. 199","Jakarta Pusat","DKI Jakarta","10110","ID","+628993882182","bus-00661@surelsintetis.id","ACTIVE"
"BUS-00662","UD Abadi Logistik","Abadi Logistik","9951505890338","ID","2019-02-02","71373","300M_2_5B","Jl. Teratai No. 191","Makassar","Sulawesi Selatan","90111","ID","+628992912485","bus-00662@demo.example","CLOSED"
"BUS-00663","PT Abadi Utama","Abadi Utama","9982057314704","ID","2021-07-25","36496","GT_50B","Jl. Kenanga No. 91","Medan","Sumatera Utara","20111","ID","+628991486807","bus-00663@mailuji.example","ACTIVE"
"BUS-00664","PT Jaya Bersama","Jaya Bersama","9948376566708","ID","2014-08-22","83171","GT_50B","Jl. Flamboyan No. 228","Makassar","Sulawesi Selatan","90111","ID","+628998206175","bus-00664@demo.example","ACTIVE"
"BUS-00665","PT Lestari Utama","Lestari Utama","9923502093606","ID","2017-03-11","16933","300M_2_5B","Jl. Teratai No. 176","Semarang","Jawa Tengah","50111","ID","+628991412470","bus-00665@contoh.id","ACTIVE"
"BUS-00666","CV Cemerlang Bersama","Cemerlang Bersama","9921234500975","ID","2022-03-26","98377","2_5B_50B","Jl. Anggrek No. 92","Semarang","Jawa Tengah","50111","ID","+628995329910","bus-00666@contoh.id","ACTIVE"
"BUS-00667","PT Berkah Perkasa","Berkah Perkasa","9941114030555","ID","2013-03-01","15807","300M_2_5B","Jl. Teratai No. 127","Makassar","Sulawesi Selatan","90111","ID","+628994147032","bus-00667@mailuji.example","ACTIVE"
"BUS-00668","PT Maju Digital","Maju Digital","9988332523033","ID","2022-02-15","14528","GT_50B","Jl. Bougenville No. 8","Palembang","Sumatera Selatan","30111","ID","+628996899808","bus-00668@demo.example","ACTIVE"
"BUS-00669","UD Sentosa Bersama","Sentosa Bersama","9998260995214","ID","2015-09-15","43454","LT_300M","Jl. Teratai No. 75","Denpasar","Bali","80111","ID","+628994856336","bus-00669@mailuji.example","ACTIVE"
"BUS-00670","Koperasi Cemerlang Utama","Cemerlang Utama","9987940359730","ID","2022-11-21","98244","LT_300M","Jl. Dahlia No. 75","Surabaya","Jawa Timur","60111","ID","+628992941585","bus-00670@surelsintetis.id","ACTIVE"
"BUS-00671","PT Mandiri Perkasa","Mandiri Perkasa","9966560990099","ID","2018-08-02","77843","300M_2_5B","Jl. Flamboyan No. 105","Makassar","Sulawesi Selatan","90111","ID","+628999375020","bus-00671@surelsintetis.id","ACTIVE"
"BUS-00672","Koperasi Berkah Logistik","Berkah Logistik","9961260483259","ID","2015-09-12","98539","GT_50B","Jl. Bougenville No. 141","Palembang","Sumatera Selatan","30111","ID","+628991826529","bus-00672@demo.example","ACTIVE"
"BUS-00673","PT Lestari Logistik","Lestari Logistik","9915825273786","ID","2019-08-16","26038","LT_300M","Jl. Kenanga No. 38","Palembang","Sumatera Selatan","30111","ID","+628993537125","bus-00673@contoh.id","ACTIVE"
"BUS-00674","UD Lestari Bersama","Lestari Bersama","9959242654618","ID","2020-09-20","26418","GT_50B","Jl. Teratai No. 15","Palembang","Sumatera Selatan","30111","ID","+628994560396","bus-00674@mailuji.example","ACTIVE"
"BUS-00675","CV Sinar Utama","Sinar Utama","9945151124953","ID","2023-09-09","14586","300M_2_5B","ALAMAT BELUM DIISI","Surabaya","Jawa Timur","60111","ID","+628996015462","bus-00675@demo.example","ACTIVE"
"BUS-00676","PT Sejahtera Utama","Sejahtera Utama","9998125558784","ID","2018-10-05","33573","GT_50B","Jl. Teratai No. 52","Denpasar","Bali","80111","ID","+628993803868","bus-00676@demo.example","ACTIVE"
"BUS-00677","CV Cemerlang Niaga","Cemerlang Niaga","9948081950419","ID","2023-01-19","52969","LT_300M","Jl. Teratai No. 49","Bandung","Jawa Barat","40111","ID","+628992829760","bus-00677@mailuji.example","ACTIVE"
"BUS-00678","PT Berkah Niaga","Berkah Niaga","9915428595352","ID","2022-06-11","17206","LT_300M","Jl. Cempaka No. 31","Bandung","Jawa Barat","40111","ID","+628996837573","bus-00678@surelsintetis.id","ACTIVE"
"BUS-00679","Koperasi Makmur Niaga","Makmur Niaga","9981083634167","ID","2022-09-24","80573","GT_50B","Jl. Cempaka No. 152","Yogyakarta","DI Yogyakarta","55111","ID","+628997265470","bus-00679@demo.example","ACTIVE"
"BUS-00680","PT Berkah Digital","Berkah Digital","9989578447890","ID","2017-05-30","57461","GT_50B","Jl. Cempaka No. 169","Makassar","Sulawesi Selatan","90111","ID","+628997471242","bus-00680@contoh.id","ACTIVE"
"BUS-00681","Koperasi Maju Digital","Maju Digital","9911805976963","ID","2021-07-01","69149","300M_2_5B","Jl. Bougenville No. 32","Yogyakarta","DI Yogyakarta","55111","ID","+628994402429","bus-00681@contoh.id","ACTIVE"
"BUS-00682","Koperasi Berkah Digital","Berkah Digital","9998114995837","ID","2016-08-18","98374","GT_50B","Jl. Mawar No. 205","Surabaya","Jawa Timur","60111","ID","+628991617638","bus-00682@mailuji.example","ACTIVE"
"BUS-00683","UD Jaya Digital","Jaya Digital","9976015033446","ID","2020-09-28","72746","LT_300M","Jl. Bougenville No. 115","Bandung","Jawa Barat","40111","ID","+628991028298","bus-00683@demo.example","ACTIVE"
"BUS-00684","UD Berkah Utama","Berkah Utama","9934695002533","ID","2022-01-21","24673","GT_50B","Jl. Teratai No. 94","Denpasar","Bali","80111","ID","+628993482110","bus-00684@demo.example","ACTIVE"
"BUS-00685","UD Sinar Digital","Sinar Digital","9971815136143","ID","2016-06-29","13996","2_5B_50B","Jl. Cempaka No. 223","Surabaya","Jawa Timur","60111","ID","+628995064884","bus-00685@mailuji.example","ACTIVE"
"BUS-00686","UD Jaya Nusantara","Jaya Nusantara","9951472982317","ID","2022-07-02","71921","300M_2_5B","Jl. Dahlia No. 73","Palembang","Sumatera Selatan","30111","ID","+628994818981","bus-00686@contoh.id","ACTIVE"
"BUS-00687","Koperasi Cemerlang Utama","Cemerlang Utama","9954260581941","ID","2024-11-12","37311","2_5B_50B","Jl. Mawar No. 106","Jakarta Pusat","DKI Jakarta","10110","ID","+628998352751","bus-00687@mailuji.example","ACTIVE"
"BUS-00688","UD Maju Digital","Maju Digital","9930524079710","ID","2019-11-14","14699","300M_2_5B","Jl. Melati No. 199","Medan","Sumatera Utara","20111","ID","+628994262733","bus-00688@contoh.id","ACTIVE"
"BUS-00689","CV Harapan Logistik","Harapan Logistik","9984976179050","ID","2015-04-15","98904","2_5B_50B","Jl. Kenanga No. 151","Surabaya","Jawa Timur","60111","ID","+628994103109","bus-00689@surelsintetis.id","ACTIVE"
"BUS-00690","PT Abadi Utama","Abadi Utama","9964468639784","ID","2016-11-03","92328","300M_2_5B","Jl. Mawar No. 144","Semarang","Jawa Tengah","50111","ID","+628994196876","bus-00690@demo.example","ACTIVE"
"BUS-00691","UD Cemerlang Nusantara","Cemerlang Nusantara","9936387371352","ID","2017-09-19","44272","300M_2_5B","Jl. Cempaka No. 76","Surabaya","Jawa Timur","60111","ID","+628993063909","bus-00691@contoh.id","ACTIVE"
"BUS-00692","CV Mandiri Digital","Mandiri Digital","9925139178956","ID","2014-07-11","37416","2_5B_50B","Jl. Anggrek No. 27","Palembang","Sumatera Selatan","30111","ID","+628993843687","bus-00692@surelsintetis.id","ACTIVE"
"BUS-00693","UD Maju Logistik","Maju Logistik","9922958331819","ID","2019-05-31","41009","LT_300M","Jl. Melati No. 85","Makassar","Sulawesi Selatan","90111","ID","+628992516637","bus-00693@mailuji.example","ACTIVE"
"BUS-00694","UD Maju Niaga","Maju Niaga","9987037406378","ID","2018-12-03","95004","2_5B_50B","Jl. Flamboyan No. 108","Semarang","Jawa Tengah","50111","ID","+628996917272","bus-00694@contoh.id","ACTIVE"
"BUS-00695","PT Makmur Perkasa","Makmur Perkasa","9936182700026","ID","2022-06-01","59336","GT_50B","Jl. Flamboyan No. 191","Denpasar","Bali","80111","ID","+628991874891","bus-00695@demo.example","ACTIVE"
"BUS-00696","Koperasi Harapan Niaga","Harapan Niaga","9990319704437","ID","2017-07-23","59450","GT_50B","Jl. Cempaka No. 66","Bandung","Jawa Barat","40111","ID","+628996121457","bus-00696@surelsintetis.id","ACTIVE"
"BUS-00697","UD Abadi Perkasa","Abadi Perkasa","9930079288062","ID","2014-06-09","15546","2_5B_50B","Jl. Bougenville No. 142","Denpasar","Bali","80111","ID","+628995674112","bus-00697@mailuji.example","ACTIVE"
"BUS-00698","Koperasi Berkah Nusantara","Berkah Nusantara","9965475726091","ID","2020-09-09","69440","2_5B_50B","Jl. Cempaka No. 132","Bandung","Jawa Barat","40111","ID","+628996530013","bus-00698@mailuji.example","ACTIVE"
"BUS-00699","UD Jaya Utama","Jaya Utama","9935147986367","ID","2016-02-23","79393","LT_300M","Jl. Mawar No. 133","Surabaya","Jawa Timur","60111","ID","+628993689245","bus-00699@contoh.id","ACTIVE"
"BUS-00700","CV Jaya Logistik","Jaya Logistik","9948808766197","ID","2025-08-12","53239","GT_50B","Jl. Dahlia No. 162","Palembang","Sumatera Selatan","30111","ID","+628997321590","bus-00700@surelsintetis.id","ACTIVE"
"BUS-00701","UD Sinar Perkasa","Sinar Perkasa","9921138691500","ID","2022-05-10","27768","2_5B_50B","Jl. Anggrek No. 199","Denpasar","Bali","80111","ID","+628993713554","bus-00701@contoh.id","ACTIVE"
"BUS-00702","UD Makmur Niaga","Makmur Niaga","9983515179498","ID","2015-08-31","14356","2_5B_50B","Jl. Kenanga No. 8","Semarang","Jawa Tengah","50111","ID","+628995734708","bus-00702@surelsintetis.id","ACTIVE"
"BUS-00703","Koperasi Cemerlang Perkasa","Cemerlang Perkasa","9966497213182","ID","2013-08-08","38374","300M_2_5B","Jl. Bougenville No. 224","Surabaya","Jawa Timur","60111","ID","+628998939989","bus-00703@contoh.id","ACTIVE"
"BUS-00704","UD Sejahtera Perkasa","Sejahtera Perkasa","9936094331231","ID","2015-07-01","65170","GT_50B","Jl. Teratai No. 189","Makassar","Sulawesi Selatan","90111","ID","+628995692515","bus-00704@contoh.id","ACTIVE"
"BUS-00705","Koperasi Jaya Niaga","Jaya Niaga","9910160908619","ID","2024-02-24","79771","2_5B_50B","Jl. Anggrek No. 164","Balikpapan","Kalimantan Timur","76111","ID","+628994627490","bus-00705@contoh.id","ACTIVE"
"BUS-00706","CV Abadi Digital","Abadi Digital","9970831381413","ID","2022-05-14","88568","300M_2_5B","Jl. Flamboyan No. 26","Balikpapan","Kalimantan Timur","76111","ID","+628995601360","bus-00706@mailuji.example","ACTIVE"
"BUS-00707","UD Sinar Bersama","Sinar Bersama","9958320216564","ID","2020-11-28","91592","2_5B_50B","Jl. Flamboyan No. 181","Jakarta Pusat","DKI Jakarta","10110","ID","+628999304787","bus-00707@demo.example","ACTIVE"
"BUS-00708","CV Mandiri Niaga","Mandiri Niaga","9915780430762","ID","2021-06-09","69488","2_5B_50B","Jl. Flamboyan No. 78","Surabaya","Jawa Timur","60111","ID","+628997719239","bus-00708@demo.example","ACTIVE"
"BUS-00709","PT Berkah Utama","Berkah Utama","9952135951564","ID","2020-09-20","10208","LT_300M","Jl. Mawar No. 199","Palembang","Sumatera Selatan","30111","ID","+628991617582","bus-00709@contoh.id","SUSPENDED"
"BUS-00710","CV Makmur Perkasa","Makmur Perkasa","9983737647758","ID","2017-08-13","28381","2_5B_50B","Jl. Bougenville No. 170","Yogyakarta","DI Yogyakarta","55111","ID","+628992067572","bus-00710@demo.example","ACTIVE"
"BUS-00711","UD Sinar Utama","Sinar Utama","9925697366606","ID","2015-11-27","67397","LT_300M","Jl. Bougenville No. 19","Jakarta Pusat","DKI Jakarta","10110","ID","+628996116608","bus-00711@surelsintetis.id","ACTIVE"
"BUS-00712","UD Abadi Bersama","Abadi Bersama","9975024838878","ID","2013-09-28","20668","LT_300M","Jl. Bougenville No. 216","Medan","Sumatera Utara","20111","ID","+628991469626","bus-00712@surelsintetis.id","ACTIVE"
"BUS-00713","CV Sentosa Bersama","Sentosa Bersama","9934758621809","ID","2012-11-07","25186","LT_300M","Jl. Anggrek No. 51","Surabaya","Jawa Timur","60111","ID","+628997685043","bus-00713@demo.example","ACTIVE"
"BUS-00714","UD Berkah Niaga","Berkah Niaga","9997291624048","ID","2017-09-05","59316","LT_300M","Jl. Bougenville No. 66","Medan","Sumatera Utara","20111","ID","+628992061600","bus-00714@contoh.id","ACTIVE"
"BUS-00715","CV Berkah Utama","Berkah Utama","9985978978292","ID","2013-03-14","81854","LT_300M","Jl. Teratai No. 142","Semarang","Jawa Tengah","50111","ID","+628993811831","bus-00715@mailuji.example","ACTIVE"
"BUS-00716","CV Mandiri Utama","Mandiri Utama","9952783738360","ID","2014-03-17","90370","GT_50B","Jl. Anggrek No. 164","Medan","Sumatera Utara","20111","ID","+628993647642","bus-00716@surelsintetis.id","ACTIVE"
"BUS-00717","UD Makmur Niaga","Makmur Niaga","9948919136173","ID","2014-07-08","44087","GT_50B","Jl. Anggrek No. 188","Surabaya","Jawa Timur","60111","ID","+628995439910","bus-00717@demo.example","ACTIVE"
"BUS-00718","UD Sejahtera Nusantara","Sejahtera Nusantara","9919999200120","ID","2015-08-17","57695","LT_300M","Jl. Teratai No. 104","Denpasar","Bali","80111","ID","+628999773667","bus-00718@surelsintetis.id","ACTIVE"
"BUS-00719","Koperasi Maju Digital","Maju Digital","9925097571574","ID","2022-08-07","81988","GT_50B","Jl. Cempaka No. 15","Surabaya","Jawa Timur","60111","ID","+628992267554","bus-00719@contoh.id","CLOSED"
"BUS-00720","UD Abadi Digital","Abadi Digital","9938303712659","ID","2019-03-26","94780","LT_300M","Jl. Cempaka No. 5","Surabaya","Jawa Timur","60111","ID","+628994870227","bus-00720@mailuji.example","ACTIVE"
"BUS-00721","CV Sinar Nusantara","Sinar Nusantara","9985663561017","ID","2024-01-19","48888","2_5B_50B","Jl. Bougenville No. 66","Denpasar","Bali","80111","ID","+628994817209","bus-00721@contoh.id","ACTIVE"
"BUS-00722","Koperasi Lestari Digital","Lestari Digital","9990525787326","ID","2017-01-16","19740","LT_300M","Jl. Flamboyan No. 172","Medan","Sumatera Utara","20111","ID","+628997317706","bus-00722@demo.example","ACTIVE"
"BUS-00723","Koperasi Mandiri Digital","Mandiri Digital","9933759808271","ID","2017-06-26","17283","2_5B_50B","Jl. Mawar No. 140","Yogyakarta","DI Yogyakarta","55111","ID","+628997455531","bus-00723@surelsintetis.id","ACTIVE"
"BUS-00724","UD Harapan Nusantara","Harapan Nusantara","9952184591537","ID","2025-03-15","98522","2_5B_50B","Jl. Melati No. 225","Yogyakarta","DI Yogyakarta","55111","ID","+628992354411","bus-00724@surelsintetis.id","ACTIVE"
"BUS-00725","PT Jaya Utama","Jaya Utama","9917888164010","ID","2023-05-17","68013","2_5B_50B","Jl. Mawar No. 40","Palembang","Sumatera Selatan","30111","ID","+628996121975","bus-00725@demo.example","ACTIVE"
"BUS-00726","CV Mandiri Logistik","Mandiri Logistik","9967834431297","ID","2016-07-02","28651","LT_300M","Jl. Bougenville No. 212","Yogyakarta","DI Yogyakarta","55111","ID","+628996190463","bus-00726@mailuji.example","ACTIVE"
"BUS-00727","CV Sejahtera Nusantara","Sejahtera Nusantara","9954764639085","ID","2013-11-16","18566","2_5B_50B","Jl. Anggrek No. 63","Medan","Sumatera Utara","20111","ID","+628998425551","bus-00727@contoh.id","ACTIVE"
"BUS-00728","CV Maju Bersama","Maju Bersama","9929187776666","ID","2024-04-23","19971","300M_2_5B","Jl. Mawar No. 123","Semarang","Jawa Tengah","50111","ID","+628995867804","bus-00728@contoh.id","ACTIVE"
"BUS-00729","CV Jaya Utama","Jaya Utama","9982277920656","ID","2017-03-06","16850","GT_50B","Jl. Melati No. 91","Semarang","Jawa Tengah","50111","ID","+628999912986","bus-00729@contoh.id","SUSPENDED"
"BUS-00730","UD Sinar Niaga","Sinar Niaga","9972775780511","ID","2016-09-07","88247","2_5B_50B","Jl. Kenanga No. 33","Denpasar","Bali","80111","ID","+628995401335","bus-00730@surelsintetis.id","ACTIVE"
"BUS-00731","UD Lestari Digital","Lestari Digital","9947417172020","ID","2013-12-14","16406","300M_2_5B","Jl. Dahlia No. 208","Makassar","Sulawesi Selatan","90111","ID","+628993600394","bus-00731@contoh.id","ACTIVE"
"BUS-00732","UD Berkah Bersama","Berkah Bersama","9991778032302","ID","2015-09-07","18933","300M_2_5B","Jl. Kenanga No. 197","Balikpapan","Kalimantan Timur","76111","ID","+628995498079","bus-00732@surelsintetis.id","ACTIVE"
"BUS-00733","PT Makmur Perkasa","Makmur Perkasa","9955854933180","ID","2024-01-30","15929","GT_50B","Jl. Anggrek No. 227","Makassar","Sulawesi Selatan","90111","ID","+628991417687","bus-00733@surelsintetis.id","ACTIVE"
"BUS-00734","PT Maju Logistik","Maju Logistik","9941836626736","ID","2021-09-05","57252","LT_300M","Jl. Cempaka No. 139","Jakarta Pusat","DKI Jakarta","10110","ID","+628998118980","bus-00734@surelsintetis.id","ACTIVE"
"BUS-00735","Koperasi Sinar Bersama","Sinar Bersama","9961939166684","ID","2023-04-29","75674","LT_300M","Jl. Flamboyan No. 44","Denpasar","Bali","80111","ID","+628994256813","bus-00735@contoh.id","CLOSED"
"BUS-00736","UD Harapan Logistik","Harapan Logistik","9928091443508","ID","2024-06-30","82285","LT_300M","Jl. Teratai No. 180","Jakarta Pusat","DKI Jakarta","10110","ID","+628992917749","bus-00736@mailuji.example","CLOSED"
"BUS-00737","CV Jaya Perkasa","Jaya Perkasa","9982582152350","ID","2025-01-21","59008","LT_300M","Jl. Mawar No. 128","Jakarta Pusat","DKI Jakarta","10110","ID","+628993751202","bus-00737@mailuji.example","ACTIVE"
"BUS-00738","UD Sinar Nusantara","Sinar Nusantara","9974653206335","ID","2020-01-20","50493","LT_300M","Jl. Kenanga No. 109","Semarang","Jawa Tengah","50111","ID","+628994016203","bus-00738@surelsintetis.id","ACTIVE"
"BUS-00739","CV Berkah Digital","Berkah Digital","9955994689282","ID","2021-03-05","81542","GT_50B","Jl. Flamboyan No. 191","Jakarta Pusat","DKI Jakarta","10110","ID","+628991169410","bus-00739@mailuji.example","ACTIVE"
"BUS-00740","Koperasi Lestari Logistik","Lestari Logistik","9977552582529","ID","2013-05-18","41704","GT_50B","Jl. Kenanga No. 233","Denpasar","Bali","80111","ID","+628993819400","bus-00740@surelsintetis.id","ACTIVE"
"BUS-00741","PT Harapan Digital","Harapan Digital","9931390315058","ID","2014-11-11","78093","LT_300M","Jl. Bougenville No. 127","Makassar","Sulawesi Selatan","90111","ID","+628991457004","bus-00741@contoh.id","SUSPENDED"
"BUS-00742","CV Makmur Niaga","Makmur Niaga","9986704634111","ID","2014-01-08","60395","LT_300M","Jl. Dahlia No. 129","Medan","Sumatera Utara","20111","ID","+628998047899","bus-00742@mailuji.example","ACTIVE"
"BUS-00743","CV Maju Perkasa","Maju Perkasa","9976201824678","ID","2017-03-27","36703","2_5B_50B","Jl. Melati No. 190","Medan","Sumatera Utara","20111","ID","+628992358909","bus-00743@demo.example","ACTIVE"
"BUS-00744","PT Mandiri Utama","Mandiri Utama","9991480466021","ID","2023-03-09","81324","LT_300M","Jl. Flamboyan No. 112","Jakarta Pusat","DKI Jakarta","10110","ID","+628996386429","bus-00744@surelsintetis.id","ACTIVE"
"BUS-00745","CV Sejahtera Bersama","Sejahtera Bersama","9947480363310","ID","2025-01-18","47228","GT_50B","Jl. Bougenville No. 44","Palembang","Sumatera Selatan","30111","ID","+628995769209","bus-00745@contoh.id","CLOSED"
"BUS-00746","UD Maju Logistik","Maju Logistik","9994088778675","ID","2022-07-05","27944","300M_2_5B","Jl. Kenanga No. 186","Jakarta Pusat","DKI Jakarta","10110","ID","+628997863078","bus-00746@contoh.id","ACTIVE"
"BUS-00747","PT Sinar Digital","Sinar Digital","9933107687902","ID","2021-04-16","22536","LT_300M","Jl. Cempaka No. 80","Bandung","Jawa Barat","40111","ID","+628994639070","bus-00747@surelsintetis.id","ACTIVE"
"BUS-00748","UD Harapan Perkasa","Harapan Perkasa","9937130799614","ID","2024-09-12","45862","LT_300M","Jl. Flamboyan No. 220","Denpasar","Bali","80111","ID","+628995407925","bus-00748@contoh.id","ACTIVE"
"BUS-00749","UD Sentosa Perkasa","Sentosa Perkasa","9946905052205","ID","2020-08-06","20504","LT_300M","Jl. Kenanga No. 225","Semarang","Jawa Tengah","50111","ID","+628997192245","bus-00749@contoh.id","ACTIVE"
"BUS-00750","CV Sinar Bersama","Sinar Bersama","9938520203670","ID","2019-07-07","56591","LT_300M","Jl. Flamboyan No. 99","Makassar","Sulawesi Selatan","90111","ID","+628991683743","bus-00750@mailuji.example","ACTIVE"
"BUS-00751","UD Sentosa Niaga","Sentosa Niaga","9927898397352","ID","2017-02-10","42942","GT_50B","Jl. Dahlia No. 179","Bandung","Jawa Barat","40111","ID","+628997737000","bus-00751@contoh.id","ACTIVE"
"BUS-00752","PT Lestari Digital","Lestari Digital","9941287209118","ID","2020-07-17","36958","2_5B_50B","Jl. Cempaka No. 195","Surabaya","Jawa Timur","60111","ID","+628993716039","bus-00752@mailuji.example","ACTIVE"
"BUS-00753","UD Berkah Logistik","Berkah Logistik","9947907597379","ID","2023-11-19","47131","2_5B_50B","Jl. Teratai No. 225","Palembang","Sumatera Selatan","30111","ID","+628994630200","bus-00753@surelsintetis.id","ACTIVE"
"BUS-00754","CV Maju Nusantara","Maju Nusantara","9940695711498","ID","2021-02-20","64074","LT_300M","Jl. Teratai No. 123","Bandung","Jawa Barat","40111","ID","+628997025149","bus-00754@surelsintetis.id","ACTIVE"
"BUS-00755","Koperasi Jaya Logistik","Jaya Logistik","9964850984806","ID","2014-04-29","47068","GT_50B","Jl. Flamboyan No. 29","Semarang","Jawa Tengah","50111","ID","+628996600334","bus-00755@contoh.id","ACTIVE"
"BUS-00756","PT Makmur Digital","Makmur Digital","9961268170742","ID","2016-07-10","37694","300M_2_5B","Jl. Flamboyan No. 61","Medan","Sumatera Utara","20111","ID","+628993986810","bus-00756@contoh.id","ACTIVE"
"BUS-00757","UD Makmur Logistik","Makmur Logistik","9956835266036","ID","2017-05-03","81836","2_5B_50B","Jl. Flamboyan No. 16","Bandung","Jawa Barat","40111","ID","+628993061006","bus-00757@contoh.id","ACTIVE"
"BUS-00758","UD Lestari Bersama","Lestari Bersama","9955277424864","ID","2019-10-10","70665","2_5B_50B","Jl. Melati No. 210","Balikpapan","Kalimantan Timur","76111","ID","+628998547832","bus-00758@surelsintetis.id","ACTIVE"
